OID,pointid,flow_level,pointid_1,LCLU,flow_id,from_node,to_node
-1,2661,1,4743348,909,494,793,838
-1,2662,1,4743349,909,494,793,838
-1,2663,1,4744004,900,488,831,827
-1,2664,1,4744013,900,489,832,828
-1,2665,6,4745571,909,523,879,813
-1,2666,1,4745598,1200,504,830,853
-1,2667,13,4745644,909,490,825,833
-1,2668,1,4745645,909,491,819,833
-1,2669,1,4745646,909,491,819,833
-1,2670,1,4745657,909,492,834,836
-1,2671,1,4745704,909,494,793,838
-1,2672,1,4747873,909,496,835,841
-1,2673,6,4747919,909,523,879,813
-1,2674,1,4747944,1200,504,830,853
-1,2675,13,4747992,909,500,833,836
-1,2676,1,4748005,909,492,834,836
-1,2677,14,4748006,1200,492,834,836
-1,2678,14,4748007,909,493,836,837
-1,2679,14,4748008,909,493,836,837
-1,2680,14,4748009,909,493,836,837
-1,2681,14,4748010,909,493,836,837
-1,2682,14,4748011,909,493,836,837
-1,2683,14,4748012,909,493,836,837
-1,2684,14,4748013,909,493,836,837
-1,2685,14,4748014,909,493,836,837
-1,2686,14,4748015,909,493,836,837
-1,2687,14,4748016,909,493,836,837
-1,2688,14,4748017,909,493,836,837
-1,2689,14,4748018,909,493,836,837
-1,2690,14,4748019,909,493,836,837
-1,2691,14,4748020,909,493,836,837
-1,2692,14,4748021,909,493,836,837
-1,2693,14,4748022,909,493,836,837
-1,2694,14,4748023,909,493,836,837
-1,2695,14,4748024,909,493,836,837
-1,2696,14,4748025,909,493,836,837
-1,2697,14,4748026,909,493,836,837
-1,2698,14,4748027,909,493,836,837
-1,2699,14,4748028,909,493,836,837
-1,2700,14,4748029,909,493,836,837
-1,2701,14,4748030,909,493,836,837
-1,2702,14,4748031,909,493,836,837
-1,2703,14,4748032,909,493,836,837
-1,2704,14,4748033,909,493,836,837
-1,2705,14,4748034,909,493,836,837
-1,2706,14,4748035,909,493,836,837
-1,2707,14,4748036,909,493,836,837
-1,2708,14,4748037,909,493,836,837
-1,2709,14,4748038,909,493,836,837
-1,2710,1,4748048,909,494,793,838
-1,2711,1,4750193,909,496,835,841
-1,2712,1,4750194,909,496,835,841
-1,2713,6,4750242,909,523,879,813
-1,2714,1,4750265,1200,504,830,853
-1,2715,13,4750315,909,500,833,836
-1,2716,13,4750327,909,500,833,836
-1,2717,1,4750368,909,494,793,838
-1,2718,1,4752500,909,496,835,841
-1,2719,1,4752501,909,496,835,841
-1,2720,6,4752551,909,523,879,813
-1,2721,1,4752573,1200,504,830,853
-1,2722,13,4752625,909,500,833,836
-1,2723,13,4752635,909,500,833,836
-1,2724,1,4752675,909,494,793,838
-1,2725,1,4752676,909,494,793,838
-1,2726,1,4752696,909,498,844,839
-1,2727,2,4754789,909,495,841,840
-1,2728,2,4754790,909,495,841,840
-1,2729,1,4754791,909,497,842,841
-1,2730,1,4754792,909,497,842,841
-1,2731,1,4754793,909,497,842,841
-1,2732,1,4754794,909,497,842,841
-1,2733,6,4754843,909,523,879,813
-1,2734,1,4754858,1200,499,843,845
-1,2735,1,4754863,1200,504,830,853
-1,2736,13,4754917,909,500,833,836
-1,2737,13,4754925,909,500,833,836
-1,2738,1,4754985,909,498,844,839
-1,2739,6,4757111,909,523,879,813
-1,2740,2,4757126,1206,499,843,845
-1,2741,1,4757129,1200,504,830,853
-1,2742,13,4757185,909,500,833,836
-1,2743,13,4757186,909,500,833,836
-1,2744,13,4757187,1200,500,833,836
-1,2745,13,4757188,1200,500,833,836
-1,2746,13,4757189,909,500,833,836
-1,2747,13,4757190,909,500,833,836
-1,2748,13,4757191,909,500,833,836
-1,2749,1,4757764,909,513,867,846
-1,2750,1,4759347,909,522,878,849
-1,2751,1,4759348,909,522,878,849
-1,2752,1,4759350,909,522,878,849
-1,2753,6,4759376,909,523,879,813
-1,2754,1,4759390,1200,507,857,845
-1,2755,2,4759392,909,503,845,853
-1,2756,1,4759393,1200,504,830,853
-1,2757,1,4759413,909,501,847,850
-1,2758,1,4759459,909,502,848,851
-1,2759,1,4760027,909,513,867,846
-1,2760,1,4761607,909,522,878,849
-1,2761,1,4761608,909,522,878,849
-1,2762,1,4761609,909,522,878,849
-1,2763,1,4761611,909,522,878,849
-1,2764,1,4761614,909,522,878,849
-1,2765,1,4761616,909,522,878,849
-1,2766,6,4761642,909,523,879,813
-1,2767,1,4761654,1200,507,857,845
-1,2768,2,4761657,1206,503,845,853
-1,2769,1,4761658,909,504,830,853
-1,2770,1,4761669,909,516,871,858
-1,2771,1,4761670,909,516,871,858
-1,2772,2,4761678,909,508,858,850
-1,2773,3,4761679,909,501,847,850
-1,2774,1,4761725,909,502,848,851
-1,2775,1,4761726,1200,502,848,851
-1,2776,1,4761727,909,502,848,851
-1,2777,1,4761728,909,502,848,851
-1,2778,1,4761729,909,502,848,851
-1,2779,1,4761730,909,502,848,851
-1,2780,1,4761731,909,502,848,851
-1,2781,1,4761732,909,502,848,851
-1,2782,1,4761733,909,502,848,851
-1,2783,1,4761734,909,502,848,851
-1,2784,1,4761735,909,502,848,851
-1,2785,1,4761736,909,502,848,851
-1,2786,1,4761737,909,502,848,851
-1,2787,1,4761738,909,502,848,851
-1,2788,1,4761739,909,502,848,851
-1,2789,1,4761740,909,502,848,851
-1,2790,1,4761741,909,502,848,851
-1,2791,1,4761742,909,502,848,851
-1,2792,1,4761743,909,502,848,851
-1,2793,1,4761744,909,502,848,851
-1,2794,1,4761745,909,502,848,851
-1,2795,1,4761746,909,502,848,851
-1,2796,1,4761747,909,502,848,851
-1,2797,1,4761748,909,502,848,851
-1,2798,1,4761749,909,502,848,851
-1,2799,1,4761750,909,502,848,851
-1,2800,1,4761751,909,502,848,851
-1,2801,1,4761752,909,502,848,851
-1,2802,1,4761753,909,502,848,851
-1,2803,1,4761754,909,502,848,851
-1,2804,1,4761755,909,502,848,851
-1,2805,1,4761756,909,502,848,851
-1,2806,1,4761757,909,502,848,851
-1,2807,1,4761758,909,502,848,851
-1,2808,1,4762279,909,506,856,852
-1,2809,1,4762290,909,513,867,846
-1,2810,1,4763870,909,522,878,849
-1,2811,1,4763876,909,522,878,849
-1,2812,1,4763878,909,522,878,849
-1,2813,6,4763903,909,523,879,813
-1,2814,1,4763913,1200,507,857,845
-1,2815,3,4763918,1200,503,845,853
-1,2816,1,4763927,1200,516,871,858
-1,2817,1,4763928,1200,516,871,858
-1,2818,1,4763931,909,516,871,858
-1,2819,2,4763937,909,508,858,850
-1,2820,3,4763940,1200,512,850,866
-1,2821,1,4763991,909,505,854,855
-1,2822,1,4763992,909,505,854,855
-1,2823,1,4763993,909,505,854,855
-1,2824,1,4763994,909,505,854,855
-1,2825,1,4763995,909,505,854,855
-1,2826,1,4763996,909,505,854,855
-1,2827,1,4763997,909,505,854,855
-1,2828,1,4763998,909,505,854,855
-1,2829,1,4763999,909,505,854,855
-1,2830,1,4764000,909,505,854,855
-1,2831,1,4764001,909,505,854,855
-1,2832,1,4764002,909,505,854,855
-1,2833,1,4764003,909,505,854,855
-1,2834,1,4764004,909,505,854,855
-1,2835,1,4764005,909,505,854,855
-1,2836,1,4764006,909,505,854,855
-1,2837,1,4764007,909,505,854,855
-1,2838,1,4764008,909,505,854,855
-1,2839,1,4764009,909,505,854,855
-1,2840,1,4764010,909,505,854,855
-1,2841,1,4764011,909,505,854,855
-1,2842,1,4764012,909,505,854,855
-1,2843,1,4764013,909,505,854,855
-1,2844,1,4764014,909,505,854,855
-1,2845,1,4764015,909,505,854,855
-1,2846,1,4764016,909,505,854,855
-1,2847,1,4764017,909,505,854,855
-1,2848,1,4764018,909,505,854,855
-1,2849,1,4764019,909,505,854,855
-1,2850,1,4764539,909,506,856,852
-1,2851,1,4764549,909,513,867,846
-1,2852,1,4766133,909,522,878,849
-1,2853,1,4766134,909,522,878,849
-1,2854,1,4766136,909,522,878,849
-1,2855,6,4766161,909,523,879,813
-1,2856,1,4766169,1200,507,857,845
-1,2857,3,4766174,1200,532,853,896
-1,2858,1,4766181,1200,516,871,858
-1,2859,1,4766182,1200,516,871,858
-1,2860,1,4766183,1200,516,871,858
-1,2861,1,4766189,909,516,871,858
-1,2862,1,4766190,909,516,871,858
-1,2863,1,4766191,909,516,871,858
-1,2864,1,4766192,909,516,871,858
-1,2865,2,4766193,1200,508,858,850
-1,2866,3,4766198,909,512,850,866
-1,2867,3,4766199,909,512,850,866
-1,2868,1,4766246,909,509,859,860
-1,2869,1,4766247,909,509,859,860
-1,2870,1,4766248,909,509,859,860
-1,2871,1,4766249,909,509,859,860
-1,2872,1,4766250,909,509,859,860
-1,2873,1,4766251,909,509,859,860
-1,2874,1,4766252,909,509,859,860
-1,2875,1,4766253,909,509,859,860
-1,2876,1,4766254,909,509,859,860
-1,2877,1,4766255,909,509,859,860
-1,2878,1,4766256,909,509,859,860
-1,2879,1,4766257,909,509,859,860
-1,2880,1,4766258,909,509,859,860
-1,2881,1,4766259,909,509,859,860
-1,2882,1,4766260,909,509,859,860
-1,2883,1,4766261,909,509,859,860
-1,2884,1,4766262,909,509,859,860
-1,2885,1,4766263,909,509,859,860
-1,2886,1,4766264,909,509,859,860
-1,2887,1,4766265,909,509,859,860
-1,2888,1,4766266,909,509,859,860
-1,2889,1,4766267,909,509,859,860
-1,2890,1,4766268,909,509,859,860
-1,2891,1,4766269,909,509,859,860
-1,2892,1,4766270,909,509,859,860
-1,2893,1,4766271,909,509,859,860
-1,2894,1,4766272,909,509,859,860
-1,2895,1,4766273,909,509,859,860
-1,2896,1,4766274,909,509,859,860
-1,2897,1,4766275,909,509,859,860
-1,2898,1,4766276,909,509,859,860
-1,2899,1,4766281,909,510,861,862
-1,2900,1,4766651,500,511,863,864
-1,2901,1,4766806,909,513,867,846
-1,2902,1,4768381,909,514,868,865
-1,2903,1,4768382,909,514,868,865
-1,2904,1,4768383,909,514,868,865
-1,2905,1,4768384,909,514,868,865
-1,2906,1,4768393,909,522,878,849
-1,2907,6,4768417,909,523,879,813
-1,2908,3,4768429,1200,532,853,896
-1,2909,1,4768436,1200,516,871,858
-1,2910,1,4768448,909,519,875,858
-1,2911,3,4768455,909,512,850,866
-1,2912,3,4768456,909,512,850,866
-1,2913,3,4768457,909,512,850,866
-1,2914,3,4768458,909,512,850,866
-1,2915,3,4768459,909,512,850,866
-1,2916,3,4768460,909,512,850,866
-1,2917,3,4768461,909,512,850,866
-1,2918,3,4768462,909,512,850,866
-1,2919,3,4768463,909,512,850,866
-1,2920,3,4768464,909,512,850,866
-1,2921,3,4768465,909,512,850,866
-1,2922,3,4768466,909,512,850,866
-1,2923,3,4768467,909,512,850,866
-1,2924,3,4768468,909,512,850,866
-1,2925,3,4768469,909,512,850,866
-1,2926,3,4768470,909,512,850,866
-1,2927,3,4768471,909,512,850,866
-1,2928,3,4768472,909,512,850,866
-1,2929,3,4768473,909,512,850,866
-1,2930,3,4768474,909,512,850,866
-1,2931,3,4768475,909,512,850,866
-1,2932,3,4768476,909,512,850,866
-1,2933,3,4768477,909,512,850,866
-1,2934,3,4768478,909,512,850,866
-1,2935,3,4768479,909,512,850,866
-1,2936,3,4768480,909,512,850,866
-1,2937,3,4768481,909,512,850,866
-1,2938,3,4768482,909,512,850,866
-1,2939,3,4768483,909,512,850,866
-1,2940,3,4768484,909,512,850,866
-1,2941,3,4768485,909,512,850,866
-1,2942,3,4768486,909,512,850,866
-1,2943,3,4768487,909,512,850,866
-1,2944,3,4768488,909,512,850,866
-1,2945,3,4768489,909,512,850,866
-1,2946,3,4768490,909,512,850,866
-1,2947,3,4768491,909,512,850,866
-1,2948,3,4768492,909,512,850,866
-1,2949,3,4768493,1200,512,850,866
-1,2950,3,4768494,909,512,850,866
-1,2951,3,4768495,909,512,850,866
-1,2952,3,4768496,909,512,850,866
-1,2953,3,4768497,909,512,850,866
-1,2954,3,4768498,909,512,850,866
-1,2955,3,4768499,1200,512,850,866
-1,2956,3,4768500,909,512,850,866
-1,2957,3,4768501,909,512,850,866
-1,2958,3,4768502,909,512,850,866
-1,2959,3,4768503,909,512,850,866
-1,2960,3,4768504,909,512,850,866
-1,2961,3,4768505,909,512,850,866
-1,2962,3,4768506,909,512,850,866
-1,2963,3,4768507,909,512,850,866
-1,2964,3,4768508,909,512,850,866
-1,2965,3,4768509,909,512,850,866
-1,2966,3,4768510,909,512,850,866
-1,2967,3,4768511,909,512,850,866
-1,2968,3,4768512,909,512,850,866
-1,2969,3,4768513,909,512,850,866
-1,2970,3,4768514,909,512,850,866
-1,2971,3,4768515,909,512,850,866
-1,2972,3,4768516,909,512,850,866
-1,2973,3,4768517,909,512,850,866
-1,2974,3,4768518,909,512,850,866
-1,2975,3,4768519,909,512,850,866
-1,2976,3,4768520,909,512,850,866
-1,2977,3,4768521,909,512,850,866
-1,2978,3,4768522,909,512,850,866
-1,2979,3,4768523,909,512,850,866
-1,2980,3,4768524,909,512,850,866
-1,2981,3,4768525,909,512,850,866
-1,2982,3,4768526,909,512,850,866
-1,2983,3,4768527,909,512,850,866
-1,2984,3,4768528,909,512,850,866
-1,2985,3,4768529,909,512,850,866
-1,2986,3,4768530,909,512,850,866
-1,2987,3,4768531,909,512,850,866
-1,2988,3,4768532,909,512,850,866
-1,2989,1,4769062,909,513,867,846
-1,2990,1,4770639,909,514,868,865
-1,2991,1,4770648,909,522,878,849
-1,2992,6,4770672,909,523,879,813
-1,2993,3,4770682,1200,532,853,896
-1,2994,1,4770689,909,516,871,858
-1,2995,1,4770701,909,519,875,858
-1,2996,1,4770756,909,515,869,870
-1,2997,1,4770757,909,515,869,870
-1,2998,1,4770758,909,515,869,870
-1,2999,1,4770759,909,515,869,870
-1,3000,1,4770760,909,515,869,870
-1,3001,1,4770761,909,515,869,870
-1,3002,1,4770762,909,515,869,870
-1,3003,1,4770763,909,515,869,870
-1,3004,1,4770764,909,515,869,870
-1,3005,1,4770765,909,515,869,870
-1,3006,1,4770766,909,515,869,870
-1,3007,1,4770767,909,515,869,870
-1,3008,1,4770768,909,515,869,870
-1,3009,1,4770769,909,515,869,870
-1,3010,1,4770770,909,515,869,870
-1,3011,1,4770771,909,515,869,870
-1,3012,1,4770772,909,515,869,870
-1,3013,1,4770773,909,515,869,870
-1,3014,1,4770774,909,515,869,870
-1,3015,1,4770775,909,515,869,870
-1,3016,1,4770776,909,515,869,870
-1,3017,1,4770777,909,515,869,870
-1,3018,1,4770778,909,515,869,870
-1,3019,1,4770779,909,515,869,870
-1,3020,1,4770780,909,515,869,870
-1,3021,1,4770781,909,515,869,870
-1,3022,1,4770782,909,515,869,870
-1,3023,1,4770783,909,515,869,870
-1,3024,1,4770784,909,515,869,870
-1,3025,1,4770785,909,515,869,870
-1,3026,1,4770786,909,515,869,870
-1,3027,1,4772904,909,522,878,849
-1,3028,6,4772927,909,523,879,813
-1,3029,3,4772936,1206,532,853,896
-1,3030,1,4772943,909,516,871,858
-1,3031,1,4772955,909,519,875,858
-1,3032,1,4773004,909,517,872,873
-1,3033,1,4773005,909,517,872,873
-1,3034,1,4773006,909,517,872,873
-1,3035,1,4773007,909,517,872,873
-1,3036,3,4773008,1200,517,872,873
-1,3037,3,4773009,909,518,873,874
-1,3038,3,4773010,909,518,873,874
-1,3039,3,4773011,909,518,873,874
-1,3040,3,4773012,909,518,873,874
-1,3041,3,4773013,909,518,873,874
-1,3042,3,4773014,909,518,873,874
-1,3043,3,4773015,909,518,873,874
-1,3044,3,4773016,909,518,873,874
-1,3045,3,4773017,909,518,873,874
-1,3046,3,4773018,909,518,873,874
-1,3047,3,4773019,909,518,873,874
-1,3048,3,4773020,909,518,873,874
-1,3049,3,4773021,909,518,873,874
-1,3050,3,4773022,909,518,873,874
-1,3051,3,4773023,909,518,873,874
-1,3052,3,4773024,909,518,873,874
-1,3053,3,4773025,909,518,873,874
-1,3054,3,4773026,909,518,873,874
-1,3055,3,4773027,909,518,873,874
-1,3056,3,4773028,909,518,873,874
-1,3057,3,4773029,909,518,873,874
-1,3058,3,4773030,909,518,873,874
-1,3059,3,4773031,909,518,873,874
-1,3060,3,4773032,909,518,873,874
-1,3061,3,4773033,909,518,873,874
-1,3062,3,4773034,909,518,873,874
-1,3063,3,4773035,909,518,873,874
-1,3064,3,4773036,909,518,873,874
-1,3065,3,4773037,909,518,873,874
-1,3066,3,4773038,909,518,873,874
-1,3067,3,4773039,909,518,873,874
-1,3068,3,4773040,909,518,873,874
-1,3069,3,4773041,909,518,873,874
-1,3070,1,4775153,909,522,878,849
-1,3071,6,4775177,909,523,879,813
-1,3072,3,4775185,1200,532,853,896
-1,3073,1,4775203,1200,519,875,858
-1,3074,1,4775255,909,520,876,877
-1,3075,2,4775256,909,520,876,877
-1,3076,1,4777402,909,522,878,849
-1,3077,6,4777427,909,523,879,813
-1,3078,3,4777436,1200,532,853,896
-1,3079,1,4777505,909,524,880,877
-1,3080,6,4779680,909,523,879,813
-1,3081,3,4779689,1200,532,853,896
-1,3082,1,4779756,1200,524,880,877
-1,3083,1,4781933,909,526,884,879
-1,3084,5,4781934,909,531,896,879
-1,3085,3,4781942,1200,532,853,896
-1,3086,1,4784192,909,526,884,879
-1,3087,5,4784194,909,531,896,879
-1,3088,3,4784201,1200,532,853,896
-1,3089,1,4786458,909,526,884,879
-1,3090,5,4786460,909,531,896,879
-1,3091,3,4786467,1200,532,853,896
-1,3092,1,4786536,909,525,881,882
-1,3093,1,4786537,909,525,881,882
-1,3094,1,4786538,909,525,881,882
-1,3095,1,4786539,909,525,881,882
-1,3096,1,4786540,909,525,881,882
-1,3097,1,4786541,909,525,881,882
-1,3098,1,4786542,909,525,881,882
-1,3099,1,4786543,909,525,881,882
-1,3100,1,4786544,909,525,881,882
-1,3101,1,4786545,909,525,881,882
-1,3102,1,4786546,909,525,881,882
-1,3103,1,4786547,909,525,881,882
-1,3104,1,4786548,909,525,881,882
-1,3105,1,4786549,909,525,881,882
-1,3106,1,4786550,909,525,881,882
-1,3107,1,4786551,909,525,881,882
-1,3108,1,4786552,909,525,881,882
-1,3109,1,4786553,909,525,881,882
-1,3110,1,4786554,909,525,881,882
-1,3111,1,4786555,909,525,881,882
-1,3112,1,4786556,909,525,881,882
-1,3113,1,4786557,909,525,881,882
-1,3114,1,4786558,909,525,881,882
-1,3115,1,4786559,909,525,881,882
-1,3116,1,4786560,909,525,881,882
-1,3117,1,4786561,909,525,881,882
-1,3118,1,4786562,909,525,881,882
-1,3119,1,4786563,909,525,881,882
-1,3120,1,4786564,909,525,881,882
-1,3121,1,4786565,909,525,881,882
-1,3122,1,4786566,909,525,881,882
-1,3123,1,4786567,909,525,881,882
-1,3124,1,4786568,909,525,881,882
-1,3125,1,4786569,909,525,881,882
-1,3126,1,4786570,909,525,881,882
-1,3127,1,4786571,909,525,881,882
-1,3128,1,4786572,909,525,881,882
-1,3129,1,4787205,900,529,883,893
-1,3130,1,4788723,909,526,884,879
-1,3131,5,4788726,909,531,896,879
-1,3132,3,4788731,1200,532,853,896
-1,3133,1,4788748,909,554,885,929
-1,3134,1,4788815,909,527,886,887
-1,3135,1,4788816,909,527,886,887
-1,3136,1,4788817,909,527,886,887
-1,3137,1,4788818,909,527,886,887
-1,3138,1,4788819,909,527,886,887
-1,3139,1,4788820,909,527,886,887
-1,3140,1,4788821,909,527,886,887
-1,3141,1,4788822,909,527,886,887
-1,3142,1,4788823,909,527,886,887
-1,3143,1,4788824,909,527,886,887
-1,3144,1,4788825,909,527,886,887
-1,3145,1,4788826,909,527,886,887
-1,3146,1,4788827,909,527,886,887
-1,3147,1,4788828,909,527,886,887
-1,3148,1,4788829,909,527,886,887
-1,3149,1,4788830,909,527,886,887
-1,3150,1,4788831,909,527,886,887
-1,3151,1,4788832,909,527,886,887
-1,3152,1,4788833,909,527,886,887
-1,3153,1,4788834,909,527,886,887
-1,3154,1,4788835,909,527,886,887
-1,3155,1,4788836,909,527,886,887
-1,3156,1,4788837,909,527,886,887
-1,3157,1,4789466,900,536,888,900
-1,3158,1,4789468,900,529,883,893
-1,3159,1,4789778,505,542,889,913
-1,3160,1,4789779,505,542,889,913
-1,3161,1,4789792,505,538,905,890
-1,3162,5,4790987,909,531,896,879
-1,3163,3,4790989,1206,532,853,896
-1,3164,3,4790990,1200,532,853,896
-1,3165,1,4791007,909,554,885,929
-1,3166,1,4791077,909,528,891,892
-1,3167,1,4791078,909,528,891,892
-1,3168,1,4791079,909,528,891,892
-1,3169,1,4791080,909,528,891,892
-1,3170,1,4791081,909,528,891,892
-1,3171,1,4791082,909,528,891,892
-1,3172,1,4791083,909,528,891,892
-1,3173,1,4791084,909,528,891,892
-1,3174,1,4791085,909,528,891,892
-1,3175,1,4791086,909,528,891,892
-1,3176,1,4791087,909,528,891,892
-1,3177,1,4791088,909,528,891,892
-1,3178,1,4791089,909,528,891,892
-1,3179,1,4791090,909,528,891,892
-1,3180,1,4791091,909,528,891,892
-1,3181,1,4791092,909,528,891,892
-1,3182,1,4791093,909,528,891,892
-1,3183,1,4791094,909,528,891,892
-1,3184,1,4791095,909,528,891,892
-1,3185,1,4791096,909,528,891,892
-1,3186,1,4791097,909,528,891,892
-1,3187,1,4791722,900,536,888,900
-1,3188,1,4791724,900,529,883,893
-1,3189,1,4791727,900,530,894,895
-1,3190,1,4792033,505,542,889,913
-1,3191,1,4792046,505,538,905,890
-1,3192,1,4792049,505,538,905,890
-1,3193,1,4792051,505,538,905,890
-1,3194,1,4792052,505,538,905,890
-1,3195,1,4792053,505,538,905,890
-1,3196,5,4793240,909,531,896,879
-1,3197,3,4793241,909,532,853,896
-1,3198,1,4793259,909,554,885,929
-1,3199,1,4793332,909,533,897,898
-1,3200,1,4793333,909,533,897,898
-1,3201,1,4793334,909,533,897,898
-1,3202,1,4793335,909,533,897,898
-1,3203,1,4793336,909,533,897,898
-1,3204,1,4793337,909,533,897,898
-1,3205,1,4793338,909,533,897,898
-1,3206,1,4793339,909,533,897,898
-1,3207,1,4793340,909,533,897,898
-1,3208,1,4793341,909,533,897,898
-1,3209,1,4793342,909,533,897,898
-1,3210,1,4793343,909,533,897,898
-1,3211,1,4793344,909,533,897,898
-1,3212,1,4793345,909,533,897,898
-1,3213,1,4793346,909,533,897,898
-1,3214,1,4793347,909,533,897,898
-1,3215,1,4793348,909,533,897,898
-1,3216,1,4793349,909,533,897,898
-1,3217,1,4793350,909,533,897,898
-1,3218,1,4793972,500,535,899,900
-1,3219,2,4793973,202,534,900,901
-1,3220,1,4794289,505,542,889,913
-1,3221,1,4794302,505,538,905,890
-1,3222,1,4794303,505,538,905,890
-1,3223,1,4794305,505,538,905,890
-1,3224,1,4794309,505,538,905,890
-1,3225,1,4795475,909,552,902,928
-1,3226,2,4795496,909,553,929,896
-1,3227,1,4795513,909,554,885,929
-1,3228,1,4795590,909,537,903,904
-1,3229,1,4795591,909,537,903,904
-1,3230,1,4795592,909,537,903,904
-1,3231,1,4795593,909,537,903,904
-1,3232,1,4795594,909,537,903,904
-1,3233,1,4795595,909,537,903,904
-1,3234,1,4795596,909,537,903,904
-1,3235,1,4795597,909,537,903,904
-1,3236,1,4795598,909,537,903,904
-1,3237,1,4795599,909,537,903,904
-1,3238,1,4795600,909,537,903,904
-1,3239,1,4795601,909,537,903,904
-1,3240,1,4795602,909,537,903,904
-1,3241,1,4795603,909,537,903,904
-1,3242,1,4795604,909,537,903,904
-1,3243,1,4795605,909,537,903,904
-1,3244,1,4795606,909,537,903,904
-1,3245,1,4796544,505,542,889,913
-1,3246,1,4796564,505,538,905,890
-1,3247,1,4797730,909,552,902,928
-1,3248,2,4797750,909,553,929,896
-1,3249,1,4797765,909,554,885,929
-1,3250,1,4797766,909,554,885,929
-1,3251,1,4797847,909,539,906,907
-1,3252,1,4797848,909,539,906,907
-1,3253,1,4797849,909,539,906,907
-1,3254,1,4797850,909,539,906,907
-1,3255,1,4797851,909,539,906,907
-1,3256,1,4797852,909,539,906,907
-1,3257,1,4797853,909,539,906,907
-1,3258,1,4797854,909,539,906,907
-1,3259,1,4797855,909,539,906,907
-1,3260,1,4797856,909,539,906,907
-1,3261,1,4797857,909,539,906,907
-1,3262,1,4797858,909,539,906,907
-1,3263,1,4797859,909,539,906,907
-1,3264,1,4797860,909,539,906,907
-1,3265,1,4798452,909,540,908,909
-1,3266,1,4798799,505,542,889,913
-1,3267,1,4799976,909,546,910,919
-1,3268,1,4799984,909,552,902,928
-1,3269,2,4800005,909,553,929,896
-1,3270,1,4800018,909,554,885,929
-1,3271,1,4800103,909,541,911,912
-1,3272,1,4800104,909,541,911,912
-1,3273,1,4800105,909,541,911,912
-1,3274,1,4800106,909,541,911,912
-1,3275,1,4800107,909,541,911,912
-1,3276,1,4800108,909,541,911,912
-1,3277,1,4800109,909,541,911,912
-1,3278,1,4800110,909,541,911,912
-1,3279,1,4800111,909,541,911,912
-1,3280,1,4800112,909,541,911,912
-1,3281,1,4800113,909,541,911,912
-1,3282,1,4800114,909,541,911,912
-1,3283,1,4801051,505,542,889,913
-1,3284,1,4801052,505,542,889,913
-1,3285,1,4802231,909,546,910,919
-1,3286,1,4802238,909,552,902,928
-1,3287,2,4802260,909,553,929,896
-1,3288,1,4802271,909,554,885,929
-1,3289,1,4802359,909,543,914,915
-1,3290,1,4802360,909,543,914,915
-1,3291,1,4802361,909,543,914,915
-1,3292,1,4802362,909,543,914,915
-1,3293,1,4802363,909,543,914,915
-1,3294,1,4802364,909,543,914,915
-1,3295,1,4802365,909,543,914,915
-1,3296,1,4802366,909,543,914,915
-1,3297,1,4802367,909,543,914,915
-1,3298,1,4802368,909,543,914,915
-1,3299,1,4802938,900,544,916,917
-1,3300,1,4803121,505,548,918,923
-1,3301,1,4804470,909,546,910,919
-1,3302,1,4804471,909,546,910,919
-1,3303,1,4804472,909,546,910,919
-1,3304,5,4804473,909,545,919,920
-1,3305,1,4804476,909,552,902,928
-1,3306,2,4804499,909,553,929,896
-1,3307,1,4804508,909,554,885,929
-1,3308,1,4804599,909,547,921,922
-1,3309,1,4804600,909,547,921,922
-1,3310,1,4804601,909,547,921,922
-1,3311,1,4804602,909,547,921,922
-1,3312,1,4804603,909,547,921,922
-1,3313,1,4804604,909,547,921,922
-1,3314,1,4804605,909,547,921,922
-1,3315,1,4804606,909,547,921,922
-1,3316,1,4805358,505,548,918,923
-1,3317,4,4806709,909,551,928,919
-1,3318,1,4806712,909,552,902,928
-1,3319,2,4806736,909,553,929,896
-1,3320,1,4806742,909,554,885,929
-1,3321,1,4806743,909,554,885,929
-1,3322,1,4806838,909,549,924,925
-1,3323,1,4806839,909,549,924,925
-1,3324,1,4806840,909,549,924,925
-1,3325,1,4806841,909,549,924,925
-1,3326,1,4806842,909,549,924,925
-1,3327,1,4806843,909,549,924,925
-1,3328,4,4808945,909,551,928,919
-1,3329,1,4808947,909,552,902,928
-1,3330,2,4808972,909,553,929,896
-1,3331,1,4808977,909,554,885,929
-1,3332,1,4809077,909,550,926,927
-1,3333,1,4809078,909,550,926,927
-1,3334,1,4809079,909,550,926,927
-1,3335,4,4811181,909,551,928,919
-1,3336,2,4811208,909,553,929,896
-1,3337,1,4811209,909,554,885,929
-1,3338,1,4811210,909,554,885,929
-1,3339,1,4811211,909,554,885,929
-1,3340,1,4811314,909,555,930,931
-1,3341,3,4813411,909,559,939,928
-1,3342,3,4813412,909,559,939,928
-1,3343,3,4813413,909,559,939,928
-1,3344,1,4813442,909,561,941,929
-1,3345,3,4815635,909,559,939,928
-1,3346,1,4815667,909,561,941,929
-1,3347,1,4817828,909,556,932,933
-1,3348,1,4817829,909,556,932,933
-1,3349,3,4817846,909,559,939,928
-1,3350,1,4817879,909,561,941,929
-1,3351,1,4817997,909,557,934,935
-1,3352,3,4820055,909,559,939,928
-1,3353,1,4820088,909,561,941,929
-1,3354,1,4820724,900,562,936,942
-1,3355,1,4820745,500,558,937,938
